COUNTY,FIPS,DMG,DMGCPI,County_low,DMG2000,DMGCP2000,COUNT2000,DMG2010,DMGCP2010,COUNT2010,DMG2020,DMGCP2020,COUNT2020,POP2000,PNW2000,MICPI2000,POP2010,PNW2010,MICPI2010,POP2020,PNW2020,MICPI2020,AGPER,FORPER,URBPER,WATPER,ELEV,TMP2000,PCP2000,TMP2010,PCP2010,TMP2020,PCP2020,DMGPOP2000,DMGPOP2010,DMGPOP2020,DPC2000,DPC2010,DPC2020
POLK,40,5000000.0,7318747.143303904,Polk,0.0,0.0,2.0,5000000.0,7318747.143303904,1.0,0.0,0.0,2.0,20229.0,4.97,45817.0,20662.0,7.35,46822.0,19221.0,14.53,47823.0,13.372832936031958,71.47432497040091,5.081434760734644,0.3748260134103677,365.4171650835913,289.1604055677147,0.1005148759456059,289.30116372343264,0.1021804855157738,289.92192394463285,0.1160558437121052,0.0,361.79480662928984,0.0,0.0,361.79480662928984,0.0
POPE,22,25525000.0,37287075.370137006,Pope,0.0,0.0,3.0,25525000.0,37287075.370137006,3.0,0.0,0.0,2.0,54469.0,5.79,58352.0,61754.0,10.49,57353.0,63381.0,18.89,56290.0,21.38892456463427,64.24876771071715,6.599094829498806,2.3799225903902577,259.43972009317366,288.5415041098628,0.1019190102005853,288.7002115690777,0.1025378036395848,289.31123997873203,0.1143503347571409,0.0,684.55590097371,0.0,0.0,228.18530032457,0.0
PRAIRIE,46,200000.0,263917.03390124574,Prairie,0.0,0.0,5.0,200000.0,263917.03390124574,1.0,0.0,0.0,0.0,9539.0,12.76,54569.0,8715.0,13.61,50883.0,8282.0,15.91,52314.0,60.71300165350932,8.194106499853358,3.99172953466203,5.109288015245988,63.143290751692135,290.2390263187239,0.0974262378859131,290.4045859502052,0.0996167689946401,290.9327463810321,0.1180637378936302,0.0,27.667159440323488,0.0,0.0,27.667159440323488,
PULASKI,44,700000.0,923709.61865436,Pulaski,0.0,0.0,5.0,700000.0,923709.61865436,1.0,0.0,0.0,2.0,361474.0,35.96,69362.0,382748.0,42.51,64954.0,399125.0,50.09,64765.0,21.22219231820546,36.47907711553157,24.03772157168423,5.343441226822175,103.88436837857664,290.0185598486915,0.0978729158388255,290.2015311890128,0.1007276577667958,290.7198567880692,0.1154397125061259,0.0,2.5553971202752064,0.0,0.0,2.5553971202752064,0.0
RANDOLPH,8,1926000.0,3089527.43510802,Randolph,926000.0,1625778.0064472388,2.0,1000000.0,1463749.428660781,2.0,0.0,0.0,0.0,18195.0,1.42,50189.0,17969.0,3.51,43506.0,18571.0,10.16,52424.0,42.001352691891206,45.12346641265745,4.583655572206496,1.0203206758311114,122.37424812360854,288.49313596942955,0.0923142027729748,288.6148841498683,0.0949554085093514,289.16016357968584,0.1120765083024593,89.35300942276663,80.4478938532993,0.0,44.676504711383316,40.22394692664965,
SALINE,43,300000.0,395875.5508518686,Saline,0.0,0.0,4.0,300000.0,395875.5508518686,1.0,0.0,0.0,1.0,83529.0,5.21,77458.0,107118.0,9.47,74140.0,123416.0,20.28,81829.0,7.946087215297092,62.448438384463365,12.26653306323106,1.189335660128322,163.6655523363076,289.8869057747596,0.0988221623346026,290.05427571096146,0.1018361370618276,290.62252878042256,0.1144323395545448,0.0,4.739378549388459,0.0,0.0,4.739378549388459,0.0
SCOTT,37,10000000.0,14637494.286607808,Scott,0.0,0.0,2.0,10000000.0,14637494.286607808,1.0,0.0,0.0,1.0,10996.0,0.0,48059.0,11233.0,12.04,52424.0,9836.0,16.53,52168.0,12.379556078437492,79.48769419813517,3.933491153990693,0.4193048227964877,292.7198581117243,289.2799214746294,0.0941983144121567,289.4813101260377,0.0930108401915393,290.0801201797088,0.1062156260014205,0.0,1331.1653589130417,0.0,0.0,1331.1653589130417,0.0
SEARCY,13,50025000.0,73221018.50190341,Searcy,0.0,0.0,2.0,50025000.0,73221018.50190341,2.0,0.0,0.0,1.0,8261.0,0.0,38933.0,8195.0,4.0,41475.0,7828.0,9.01,42920.0,22.10832867758257,69.7547926734144,4.3676624737872105,0.1798340066198067,358.3948006756002,287.95470023970097,0.0893652963078511,288.1292684804052,0.0915548375628395,288.68498062563305,0.1018688146143141,0.0,8863.45702722472,0.0,0.0,4431.72851361236,0.0
SEBASTIAN,29,600000.0,805129.6527450038,Sebastian,0.0,0.0,3.0,600000.0,805129.6527450038,2.0,0.0,0.0,1.0,115071.0,17.77,61664.0,125744.0,23.38,56837.0,127799.0,32.06,58583.0,26.175810982595596,45.816545496504816,14.1703502481752,2.140175352882038,196.31161010762764,289.56394949469006,0.0928562181862624,289.80825515369963,0.0874142570815984,290.3472402196135,0.1061716680159526,0.0,6.99680764697451,0.0,0.0,3.498403823487255,0.0
SEVIER,50,205050000.0,373108679.5274631,Sevier,205050000.0,373108679.5274631,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15757.0,19.41,54849.0,17058.0,29.95,49496.0,15839.0,39.43,58576.0,20.447230423331632,45.89745135231479,5.46085327362468,3.0371639181729755,132.51460012052584,290.50924647611134,0.1062631721114908,290.6611959902467,0.1061049401079503,291.25272424364505,0.1265336594432408,23678.91600732773,0.0,0.0,4735.783201465546,,
SHARP,7,50235000.0,73498354.3633504,Sharp,0.0,0.0,2.0,50235000.0,73498354.3633504,3.0,0.0,0.0,0.0,17119.0,1.82,45766.0,17264.0,3.95,44821.0,17271.0,8.08,43527.0,22.242216807003157,67.87826680133087,5.445086307707304,0.460554106103726,172.4378640933109,288.49773276003765,0.0917917588476618,288.5912975807082,0.0951982276046364,289.15134146829695,0.1106290311618144,0.0,4293.378956910474,0.0,0.0,1431.1263189701579,
ST. FRANCIS,48,1000.0,1914.619257394588,St. Francis,1000.0,1914.619257394588,1.0,0.0,0.0,1.0,0.0,0.0,2.0,29329.0,50.64,47575.0,28258.0,55.76,38895.0,23090.0,58.64,44114.0,70.42958296598148,8.041520942528978,4.990136743112799,1.5694235247808348,67.52884271801508,290.06712245156456,0.1022657376776408,290.21590370410155,0.0997441143247303,290.74947072594324,0.1179401875507566,0.06528075479541028,0.0,0.0,0.06528075479541028,0.0,0.0
STONE,14,50235000.0,73498354.3633504,Stone,0.0,0.0,2.0,50235000.0,73498354.3633504,3.0,0.0,0.0,1.0,11499.0,0.0,40411.0,12394.0,3.22,43734.0,12359.0,7.05,44131.0,14.542250964189082,75.79831943813373,4.427295230416368,0.5105234845398463,281.1264462949249,288.32863771360854,0.0916948449268681,288.4551132118309,0.0940137986908191,289.0178635368764,0.1050934931184734,0.0,6391.717050469641,0.0,0.0,2130.572350156547,0.0
UNION,73,40050000.0,72878745.31693673,Union,40050000.0,72878745.31693673,4.0,0.0,0.0,0.0,0.0,0.0,0.0,45629.0,33.28,54240.0,41639.0,36.9,52492.0,39054.0,40.55,55420.0,1.5908967930681246,50.76901370369515,6.326667210722839,1.2439419640606355,58.1051192776893,291.5556702647941,0.106691826161917,291.6804185234432,0.1045921311896708,292.2812992909881,0.1247212876448308,1597.2023344131305,0.0,0.0,399.30058360328263,,
VAN BUREN,23,25225000.0,36891199.81928514,Van Buren,0.0,0.0,3.0,25225000.0,36891199.81928514,3.0,0.0,0.0,3.0,16192.0,2.06,49136.0,17295.0,4.03,46008.0,15796.0,8.3,49485.0,15.44556767820911,73.00550620956616,5.355910711607321,1.7330903334119716,307.80823675406185,288.21509919148855,0.0999520666541406,288.3502281935482,0.102709688388997,288.9160392688885,0.1151616042119348,0.0,2278.3596726337164,0.0,0.0,759.4532242112388,0.0
WASHINGTON,10,46025000.0,67677414.6467835,Washington,1000000.0,1778100.5260081824,4.0,45000000.0,65868724.28973514,1.0,25000.0,30589.83104018275,2.0,157715.0,12.02,63123.0,203065.0,20.1,60898.0,245871.0,31.53,64092.0,33.745254010796295,51.59034693226416,11.853757076277605,0.739184358618274,431.7763087972248,287.8627126028174,0.0962947323995897,288.0455224296476,0.0909496109601855,288.5791626082298,0.1112691340183054,11.274137057402164,417.64400526097796,0.12441414823294634,2.818534264350541,417.64400526097796,0.06220707411647317
WHITE,33,15525000.0,22649581.083529208,White,0.0,0.0,5.0,15525000.0,22649581.083529208,3.0,0.0,0.0,0.0,67165.0,6.29,58596.0,77076.0,8.63,56399.0,76822.0,15.08,53838.0,47.05194964402366,29.03549039135762,7.193623106344953,1.4813577908862297,104.8361164364008,289.55454793308826,0.0990963730594892,289.6941248869099,0.1030786338586445,290.20038764341655,0.1193639821639979,0.0,337.22297451841297,0.0,0.0,112.40765817280432,
WOODRUFF,34,10400000.0,15165328.354410298,Woodruff,0.0,0.0,4.0,10400000.0,15165328.354410298,2.0,0.0,0.0,0.0,8741.0,30.67,40211.0,7260.0,30.1,39136.0,6269.0,32.13,49349.0,72.50078683249846,0.8199152093321137,3.3789983512709574,1.600903568314702,61.68771942685591,289.93458844703866,0.0959150008115976,290.09367409352217,0.0975884675969354,290.5819519777022,0.1153727357828078,0.0,1734.9649187061318,0.0,0.0,867.4824593530659,
YELL,38,10375000.0,15133012.271460246,Yell,0.0,0.0,3.0,10375000.0,15133012.271460246,4.0,0.0,0.0,1.0,21139.0,12.39,52615.0,22185.0,13.34,52696.0,20263.0,24.34,58709.0,20.47886817545295,63.72832264943183,4.034279318107454,1.9330773451828325,194.51680662925864,289.42611955935433,0.0987026454147694,289.6101221932252,0.097251645313027,290.2131371568263,0.1092671213776736,0.0,715.8811803519677,0.0,0.0,178.97029508799193,0.0
