BEGIN_DATE,BEGIN_DATE_TIME,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY, DAMAGE_PROPERTY_CPI ,WFO,CZ_NAME,EVENT_TYPE,ICE,SNOW,TOTAL_INJURIES,TOTAL_DEATHS,,
2/21/2013,2/21/2013 15:00,2/21/2013 20:00,0,0,0,0,0, $-   ,MEG,"LAWRENCE, RANDOLPH",Ice Storm,2,0,0,0,,
2/26/2013,2/26/2013 4:00,2/26/2013 10:30,0,0,0,0,0, $-   ,LZK,BOONE,Winter Weather,0,1,0,0,,
3/21/2013,3/21/2013 16:00,3/22/2013 3:00,0,0,0,0,0, $-   ,"LZK, MEG","BAXTER, BOONE, CLEBURNE, CONWAY, FAULKNER, FULTON, INDEPENDENCE, IZARD, JACKSON, JOHNSON, MARION, NEWTON, POPE, SEARCY, SHARP, STONE, VAN BUREN, WHITE, WOODRUFF, CLAY, CRAIGHEAD, CROSS, GREENE, LAWRENCE, MISSISSIPPI, POINSETT, RANDOLPH","Heavy Snow, Winter Weather, Winter Storm, Winter Weather",19,27,0,0,,
5/4/2013,5/4/2013 2:00,5/4/2013 8:00,0,0,0,0,0, $-   ,LZK,"BAXTER, BOONE, CONWAY, LOGAN, MONTGOMERY, NEWTON, POLK, SEARCY, STONE, VAN BUREN",Winter Weather,0,11,0,0,,
11/24/2013,11/24/2013 16:00,11/25/2013 15:00,0,0,0,0,0, $-   ,SHV,"COLUMBIA, HEMPSTEAD, HOWARD, LAFAYETTE, LITTLE RIVER, MILLER, NEVADA, SEVIER, UNION",Winter Weather,9,0,0,0,,
11/25/2013,11/25/2013 8:00,11/25/2013 14:00,0,1,0,1,0, $-   ,LZK,"ARKANSAS, BAXTER, BOONE, BRADLEY, CALHOUN, CLARK, CLEBURNE, CLEVELAND, CONWAY, DALLAS, FAULKNER, FULTON, GARLAND, GRANT, HOT SPRING, INDEPENDENCE, IZARD, JACKSON, JEFFERSON, JOHNSON, LOGAN, LONOKE, MARION, MONROE, MONTGOMERY, NEWTON, OUACHITA, PERRY, PIKE, POLK, POPE, PRAIRIE, PULASKI, SALINE, SCOTT, SEARCY, SHARP, STONE, VAN BUREN, WHITE, WOODRUFF, YELL",Winter Weather,42,42,1,1,,
12/6/2013,12/6/2013 0:00,12/6/2013 18:00,0,0,0,0,0, $-   ,SHV,"HEMPSTEAD, HOWARD, LAFAYETTE, LITTLE RIVER, MILLER, NEVADA, SEVIER",Winter Weather,7,0,0,0,,
12/8/2013,12/8/2013 3:00,12/8/2013 5:00,0,0,0,0,0, $-   ,LZK,"ARKANSAS, BAXTER, BOONE, BRADLEY, CALHOUN, CLEBURNE, CLEVELAND, CONWAY, DALLAS, DESHA, DREW, FAULKNER, FULTON, GARLAND, GRANT, HOT SPRING, INDEPENDENCE, IZARD, JACKSON, JEFFERSON, LINCOLN, LONOKE, MARION, MONROE, OUACHITA, PERRY, PRAIRIE, PULASKI, SALINE, SEARCY, SHARP, STONE, VAN BUREN, WHITE, WOODRUFF",Winter Weather,0,0,0,0,,
12/9/2013,12/9/2013 18:00,12/9/2013 21:00,0,0,0,0,0, $-   ,LZK,"ARKANSAS, BRADLEY, CALHOUN, CLARK, CLEVELAND, DALLAS, DREW, GRANT, HOT SPRING, JEFFERSON, LINCOLN, LONOKE, OUACHITA, PRAIRIE, PULASKI, SALINE",Winter Weather,0,0,0,0,,
12/13/2013,12/13/2013 8:00,12/13/2013 11:00,0,0,0,0,0, $-   ,LZK,"BAXTER, BOONE, MARION, NEWTON",Winter Weather,0,0,0,0,,
12/20/2013,12/20/2013 18:00,12/21/2013 10:00,0,0,0,0,0, $-   ,TSA,BENTON,Ice Storm,1,0,0,0,,
12/23/2013,12/23/2013 16:00,12/23/2013 19:00,0,0,0,0,0, $-   ,LZK,"BAXTER, BOONE, MARION, NEWTON",Winter Weather,0,4,0,0,,
1/5/2014,1/5/2014 2:00,1/5/2014 17:30,0,0,0,0,0, $-   ,"LZK, TSA","BAXTER, BOONE, FULTON, INDEPENDENCE, IZARD, MARION, NEWTON, SEARCY, SHARP, STONE, BENTON, CARROLL, MADISON, WASHINGTON","Winter Storm, Winter Weather",4,14,0,0,,
1/28/2014,1/28/2014 5:00,1/28/2014 9:30,0,0,0,0,0, $-   ,LZK,"LOGAN, MONTGOMERY, POLK, SCOTT, YELL",Winter Weather,0,5,0,0,,
2/2/2014,2/2/2014 8:00,2/3/2014 0:00,0,0,0,1,0, $-   ,"LZK, MEG, TSA","BAXTER, BOONE, CLEBURNE, FULTON, INDEPENDENCE, IZARD, MARION, NEWTON, SEARCY, SHARP, STONE, VAN BUREN, BENTON, CARROLL, CRAWFORD, FRANKLIN, MADISON, SEBASTIAN, WASHINGTON, CLAY, CRAIGHEAD, CRITTENDEN, CROSS, GREENE, LAWRENCE, MISSISSIPPI, POINSETT, RANDOLPH, ST. FRANCIS",Winter Storm,17,29,0,1,,
2/6/2014,2/6/2014 10:00,2/6/2014 14:00,0,0,0,0,0, $-   ,LZK,"MONTGOMERY, PERRY, POLK, POPE, SCOTT, YELL",Winter Weather,0,6,0,0,,
2/7/2014,2/7/2014 12:00,2/8/2014 6:00,0,0,0,1,0, $-   ,"LZK, MEG, SHV","ARKANSAS, BAXTER, BRADLEY, CALHOUN, CLARK, CLEBURNE, CLEVELAND, CONWAY, DALLAS, DESHA, DREW, FAULKNER, GARLAND, GRANT, HOT SPRING, INDEPENDENCE, IZARD, JACKSON, JEFFERSON, JOHNSON, LINCOLN, LOGAN, LONOKE, MONROE, MONTGOMERY, OUACHITA, PERRY, PIKE, POLK, POPE, PRAIRIE, PULASKI, SALINE, SCOTT, SEARCY, SHARP, STONE, VAN BUREN, WHITE, WOODRUFF, YELL, CLAY, CRAIGHEAD, CRITTENDEN, CROSS, GREENE, LAWRENCE, LEE, MISSISSIPPI, POINSETT, RANDOLPH, ST. FRANCIS, COLUMBIA, HEMPSTEAD, HOWARD, LAFAYETTE, LITTLE RIVER, MILLER, NEVADA, SEVIER, UNION",Winter Weather,0,61,0,1,,
2/10/2014,2/10/2014 21:30,2/11/2014 5:00,0,0,0,0,0, $-   ,LZK,"ARKANSAS, DALLAS, DESHA, DREW, JEFFERSON, LINCOLN",Winter Weather,0,0,0,0,,
2/11/2014,2/11/2014 7:00,2/12/2014 11:00,0,0,0,0,0, $-   ,"JAN, LZK, SHV","ASHLEY, CHICOT, BRADLEY, CALHOUN, CLEVELAND, DESHA, DREW, GRANT, JEFFERSON, LINCOLN, MONROE, OUACHITA, COLUMBIA, UNION, HEMPSTEAD, LAFAYETTE, MILLER, NEVADA","Ice Storm, Winter Storm, Winter Weather",6,16,0,0,,
3/16/2014,3/16/2014 11:00,3/16/2014 20:00,1,0,0,0,0, $-   ,"LZK, TSA","BAXTER, BOONE, FULTON, IZARD, MARION, NEWTON, SEARCY, SHARP, STONE, CARROLL, MADISON","Winter Storm, Winter Storm, Winter Weather",0,11,1,0,,
4/7/2014,4/7/2014 4:00,4/7/2014 8:00,0,0,0,0,0, $-   ,LZK,"BOONE, NEWTON",Winter Weather,0,2,0,0,,
11/13/2014,11/13/2014 2:00,11/13/2014 5:00,0,0,0,1,0, $-   ,LZK,"LONOKE, MONROE, PRAIRIE, PULASKI, SALINE, WOODRUFF",Winter Weather,0,6,0,1,,
11/16/2014,11/16/2014 17:00,11/17/2014 4:00,0,0,0,0,0, $-   ,"LZK, MEG","BAXTER, BOONE, CLEBURNE, CONWAY, FAULKNER, FULTON, INDEPENDENCE, IZARD, JACKSON, JOHNSON, LOGAN, MARION, MONTGOMERY, NEWTON, PERRY, POLK, POPE, SCOTT, SEARCY, SHARP, STONE, VAN BUREN, YELL, CLAY, GREENE, LAWRENCE, RANDOLPH",Winter Weather,0,27,0,0,,
12/1/2014,12/1/2014 8:00,12/1/2014 12:00,0,0,0,0,0, $-   ,LZK,BOONE,Winter Weather,0,1,0,0,,
1/11/2015,1/11/2015 0:00,1/11/2015 10:00,0,0,0,0,0, $-   ,"MEG, SHV","CLAY, CRAIGHEAD, GREENE, LAWRENCE, RANDOLPH, COLUMBIA, HEMPSTEAD, HOWARD, LAFAYETTE, LITTLE RIVER, MILLER, NEVADA, SEVIER, UNION",Winter Weather,9,0,0,0,,
2/23/2015,2/23/2015 8:00,2/23/2015 23:30,0,0,0,0,0, $-   ,"LZK, SHV, TSA","COLUMBIA, HEMPSTEAD, HOWARD, LAFAYETTE, LITTLE RIVER, MILLER, NEVADA, SEVIER, UNION, CONWAY, FAULKNER, GARLAND, JOHNSON, LOGAN, MONTGOMERY, PERRY, POLK, POPE, PULASKI, SALINE, SCOTT, YELL, SEBASTIAN","Winter Storm, Winter Weather",0,14,0,0,,
2/25/2015,2/25/2015 1:00,2/25/2015 20:00,0,0,0,0,0, $-   ,"JAN, LZK, MEG, SHV","ARKANSAS, BRADLEY, CALHOUN, CLARK, CLEVELAND, DALLAS, DESHA, GARLAND, HOT SPRING, JEFFERSON, LINCOLN, LONOKE, MONROE, MONTGOMERY, OUACHITA, PIKE, POLK, PRAIRIE, PULASKI, SALINE, ASHLEY, CHICOT, COLUMBIA, HEMPSTEAD, HOWARD, LAFAYETTE, LITTLE RIVER, MILLER, NEVADA, SEVIER, UNION, LEE, PHILLIPS","Heavy Snow, Winter Storm, Winter Storm, Winter Weather",9,35,0,0,,
2/27/2015,2/27/2015 14:00,2/28/2015 23:00,0,0,0,0,0, $-   ,"LZK, TSA","BAXTER, BOONE, FULTON, IZARD, JOHNSON, LOGAN, MARION, NEWTON, PERRY, POLK, POPE, SCOTT, SEARCY, SHARP, STONE, VAN BUREN, YELL, BENTON, WASHINGTON","Winter Storm, Winter Weather",0,19,0,0,,
2/28/2015,2/28/2015 4:00,2/28/2015 12:00,0,0,0,0,0, $-   ,MEG,RANDOLPH,Winter Weather,0,1,0,0,,
1/19/2016,1/19/2016 22:00,1/20/2016 3:00,0,0,0,0,0, $-   ,LZK,"BAXTER, BOONE, CLEBURNE, FULTON, INDEPENDENCE, IZARD, JACKSON, MARION, NEWTON, SEARCY, SHARP, STONE, VAN BUREN",Winter Weather,0,13,0,0,,
1/20/2016,1/20/2016 0:00,1/20/2016 6:00,0,0,0,0,0, $-   ,MEG,"CLAY, CRAIGHEAD, CRITTENDEN, CROSS, GREENE, LAWRENCE, MISSISSIPPI, POINSETT, RANDOLPH",Winter Weather,0,0,0,0,,
1/21/2016,1/21/2016 0:00,1/22/2016 12:00,0,0,0,0,0, $-   ,MEG,"CLAY, CRAIGHEAD, CRITTENDEN, CROSS, GREENE, LAWRENCE, LEE, MISSISSIPPI, PHILLIPS, POINSETT, RANDOLPH, ST. FRANCIS, CLAY, CRAIGHEAD, GREENE, LAWRENCE, RANDOLPH","Winter Storm, Winter Weather, Winter Weather",0,12,0,0,,
1/22/2016,1/22/2016 0:00,1/22/2016 6:00,0,0,0,0,0, $-   ,"LZK, SHV","ARKANSAS, BAXTER, BRADLEY, CALHOUN, CLARK, CLEBURNE, CLEVELAND, CONWAY, DALLAS, DESHA, DREW, FAULKNER, FULTON, GARLAND, GRANT, HOT SPRING, INDEPENDENCE, IZARD, JACKSON, JEFFERSON, LINCOLN, LONOKE, MONROE, OUACHITA, PERRY, PRAIRIE, PULASKI, SALINE, SEARCY, SHARP, STONE, VAN BUREN, WHITE, WOODRUFF, COLUMBIA, UNION","Winter Storm, Winter Weather, Winter Weather",34,36,0,0,,
2/23/2016,2/23/2016 15:00,2/24/2016 6:00,0,0,0,0,0, $-   ,"LZK, TSA","BOONE, FULTON, JOHNSON, LOGAN, MARION, NEWTON, POLK, SEARCY, SHARP, VAN BUREN, MADISON","Winter Storm, Winter Storm, Winter Weather",0,11,0,0,,
12/17/2016,12/17/2016 20:10,12/17/2016 21:10,0,0,0,0,0, $-   ,LZK,BOONE,Winter Weather,0,0,0,0,,
1/6/2017,1/6/2017 0:00,1/6/2017 23:00,0,0,0,0,0, $-   ,"LZK, MEG, SHV","ARKANSAS, BAXTER, BOONE, BRADLEY, CALHOUN, CLARK, CLEBURNE, CLEVELAND, CONWAY, DALLAS, DESHA, DREW, FAULKNER, GARLAND, GRANT, HOT SPRING, INDEPENDENCE, IZARD, JACKSON, JEFFERSON, JOHNSON, LINCOLN, LOGAN, LONOKE, MARION, MONROE, MONTGOMERY, NEWTON, OUACHITA, PERRY, PIKE, POLK, POPE, PRAIRIE, PULASKI, SALINE, SCOTT, SEARCY, SHARP, STONE, VAN BUREN, WHITE, WOODRUFF, YELL, CLAY, CRAIGHEAD, CRITTENDEN, CROSS, GREENE, LAWRENCE, LEE, MISSISSIPPI, PHILLIPS, POINSETT, RANDOLPH, ST. FRANCIS, HEMPSTEAD, HOWARD, LAFAYETTE, LITTLE RIVER, MILLER, NEVADA, SEVIER",Winter Weather,0,63,0,0,,
3/11/2017,3/11/2017 9:00,3/11/2017 22:00,0,0,0,0,0, $-   ,"LZK, MEG","BAXTER, BOONE, CLEBURNE, FULTON, INDEPENDENCE, IZARD, JOHNSON, MARION, NEWTON, SHARP, STONE, VAN BUREN, WHITE, CLAY, CRAIGHEAD, GREENE, LAWRENCE, MISSISSIPPI, POINSETT, RANDOLPH","Heavy Snow, Winter Weather, Winter Weather",0,20,0,0,,
1/12/2018,1/12/2018 1:00,1/12/2018 7:00,0,0,0,0,0, $-   ,"LZK, MEG, SHV","ARKANSAS, BAXTER, BOONE, CLEBURNE, DALLAS, DESHA, DREW, FULTON, GRANT, HOT SPRING, INDEPENDENCE, JACKSON, JEFFERSON, LONOKE, MARION, MONROE, PIKE, PULASKI, SEARCY, SHARP, VAN BUREN, CLAY, CRAIGHEAD, CRITTENDEN, CROSS, GREENE, LEE, MISSISSIPPI, POINSETT, ST. FRANCIS, COLUMBIA, NEVADA, UNION","Winter Storm, Winter Weather, Winter Weather",0,31,0,0,,
1/15/2018,1/15/2018 15:00,1/16/2018 12:00,0,0,0,0,0, $-   ,"LZK, MEG, SHV","ARKANSAS, BAXTER, BOONE, BRADLEY, CALHOUN, CLARK, CLEVELAND, DALLAS, DESHA, DREW, FULTON, GARLAND, GRANT, HOT SPRING, JEFFERSON, LINCOLN, LONOKE, MONROE, MONTGOMERY, OUACHITA, PRAIRIE, PULASKI, SALINE, WOODRUFF, CLAY, CRAIGHEAD, CRITTENDEN, CROSS, GREENE, LAWRENCE, LEE, MISSISSIPPI, PHILLIPS, POINSETT, RANDOLPH, ST. FRANCIS, COLUMBIA, HEMPSTEAD, LAFAYETTE, LITTLE RIVER, MILLER, NEVADA, UNION, HOWARD, SEVIER","Heavy Snow, Winter Storm, Winter Weather, Winter Storm, Winter Storm, Winter Weather, Winter Weather",9,50,0,0,,
2/6/2018,2/6/2018 18:00,2/7/2018 2:00,0,0,0,0,0, $-   ,"LZK, MEG","CLAY, CRAIGHEAD, GREENE, LAWRENCE, RANDOLPH, CLEBURNE, INDEPENDENCE, JACKSON, PULASKI, STONE, WHITE","Ice Storm, Winter Weather, Winter Weather",13,8,0,0,,
2/11/2018,2/11/2018 13:30,2/11/2018 15:00,0,0,0,0,0, $-   ,SHV,"HEMPSTEAD, HOWARD, LAFAYETTE, LITTLE RIVER, MILLER, SEVIER",Winter Weather,0,0,0,0,,
2/21/2018,2/21/2018 18:30,2/21/2018 19:30,0,0,0,0,0, $-   ,LZK,BOONE,Winter Weather,1,0,0,0,,
11/14/2018,11/14/2018 4:30,11/15/2018 2:00,0,2,0,4,0, $-   ,"LZK, MEG, SHV","ARKANSAS, BAXTER, BRADLEY, CLARK, CLEBURNE, CLEVELAND, CONWAY, DALLAS, DESHA, DREW, FULTON, GRANT, HOT SPRING, INDEPENDENCE, IZARD, JACKSON, JEFFERSON, JOHNSON, LAWRENCE, LINCOLN, LONOKE, MARION, MONROE, MONTGOMERY, OUACHITA, PERRY, PIKE, POPE, PRAIRIE, PULASKI, RANDOLPH, SALINE, SHARP, STONE, WHITE, WOODRUFF, CLAY, CRAIGHEAD, CRITTENDEN, CROSS, GREENE, LEE, MISSISSIPPI, PHILLIPS, POINSETT, ST. FRANCIS, UNION",Winter Weather,0,50,2,4,,
12/8/2018,12/8/2018 2:00,12/9/2018 6:00,0,0,0,0,0, $-   ,"LZK, MEG","ARKANSAS, BAXTER, BOONE, CLEBURNE, DREW, FAULKNER, FULTON, INDEPENDENCE, IZARD, JACKSON, JEFFERSON, JOHNSON, LAWRENCE, LOGAN, LONOKE, MARION, NEWTON, PERRY, POPE, PRAIRIE, PULASKI, RANDOLPH, SALINE, SEARCY, SHARP, STONE, VAN BUREN, WHITE, WOODRUFF, YELL, CLAY, CRAIGHEAD, CRITTENDEN, CROSS, GREENE, MISSISSIPPI, POINSETT","Ice Storm, Winter Weather, Winter Storm, Winter Weather",37,30,0,0,,
1/19/2019,1/19/2019 8:00,1/19/2019 20:00,0,0,0,0,0, $-   ,"LZK, MEG, TSA","BAXTER, BOONE, CONWAY, FULTON, INDEPENDENCE, IZARD, JACKSON, JOHNSON, LAWRENCE, LOGAN, MARION, MONTGOMERY, NEWTON, PIKE, POLK, POPE, RANDOLPH, SALINE, SCOTT, SEARCY, SHARP, STONE, WHITE, YELL, CLAY, CRAIGHEAD, GREENE, MISSISSIPPI, FRANKLIN","Winter Storm, Winter Weather",0,32,0,0,,
2/16/2019,2/16/2019 22:52,2/16/2019 23:55,0,0,0,0,0, $-   ,LZK,VAN BUREN,Winter Weather,0,0,0,0,,
2/19/2019,2/19/2019 13:30,2/20/2019 2:00,0,0,0,0,0, $-   ,"LZK, TSA","BOONE, NEWTON, MADISON","Ice Storm, Winter Storm",8,0,0,0,,
3/3/2019,3/3/2019 7:50,3/3/2019 8:20,0,0,0,0,0, $-   ,LZK,"FAULKNER, INDEPENDENCE, JACKSON, VAN BUREN",Winter Weather,0,6,0,0,,
10/30/2019,10/30/2019 20:30,10/30/2019 22:42,0,0,0,0,0, $-   ,LZK,"BAXTER, BOONE, GARLAND, INDEPENDENCE, LOGAN, MARION, NEWTON, POLK, SEARCY",Winter Weather,0,9,0,0,,
11/11/2019,11/11/2019 13:00,11/11/2019 20:00,0,0,0,0,0, $-   ,LZK,"BAXTER, BOONE, CONWAY, DREW, FAULKNER, FULTON, GARLAND, INDEPENDENCE, IZARD, JACKSON, JEFFERSON, JOHNSON, LAWRENCE, LOGAN, MARION, MONTGOMERY, NEWTON, POLK, POPE, PULASKI, RANDOLPH, SEARCY, SHARP, VAN BUREN, WHITE",Winter Weather,25,25,0,0,,
12/10/2019,12/10/2019 4:49,12/10/2019 5:56,0,0,0,0,0, $-   ,LZK,"ARKANSAS, BRADLEY, CALHOUN, DESHA, DREW, JEFFERSON, OUACHITA, PRAIRIE",Winter Weather,0,8,0,0,,
1/11/2020,1/11/2020 11:29,1/11/2020 13:29,0,0,0,0,0, $-   ,LZK,"BAXTER, GARLAND, LOGAN, SEARCY",Winter Weather,0,4,0,0,,
1/17/2020,1/17/2020 6:47,1/17/2020 16:34,0,0,0,0,0, $-   ,LZK,"BAXTER, BOONE, NEWTON, SEARCY, SHARP, STONE",Winter Weather,6,0,0,0,,
2/6/2020,2/6/2020 1:06,2/6/2020 8:00,0,0,0,0,0, $-   ,LZK,"BAXTER, BOONE, CLEBURNE, CONWAY, DREW, INDEPENDENCE, JEFFERSON, JOHNSON, LOGAN, MARION, NEWTON, POLK, POPE, PRAIRIE, SCOTT, SEARCY, SHARP, STONE, VAN BUREN, YELL",Winter Weather,0,50,0,0,,
2/20/2020,2/20/2020 3:00,2/20/2020 7:44,0,0,0,0,0, $-   ,LZK,"CONWAY, JOHNSON, LOGAN, PERRY, PULASKI, VAN BUREN, WHITE, YELL",Winter Weather,0,12,0,0,,
12/2/2020,12/2/2020 23:00,12/2/2020 23:00,0,0,0,0,0, $-   ,LZK,"NEWTON, SEARCY",Winter Weather,0,4,0,0,,
12/13/2020,12/13/2020 9:30,12/13/2020 21:40,0,0,0,0,0, $-   ,"LZK, TSA","BAXTER, BOONE, CONWAY, FULTON, IZARD, JOHNSON, LOGAN, NEWTON, PIKE, POLK, PULASKI, SCOTT, SEARCY, SHARP, STONE, YELL, BENTON, CARROLL, MADISON, WASHINGTON","Winter Storm, Winter Storm, Winter Weather",0,21,0,0,,
12/30/2020,12/30/2020 20:08,12/30/2020 20:08,0,0,0,0,0, $-   ,LZK,"BAXTER, BOONE, FULTON, NEWTON",Winter Weather,0,0,0,0,,
12/31/2020,12/31/2020 18:00,12/31/2020 23:59,0,0,0,0,0, $-   ,TSA,MADISON,Winter Weather,1,1,0,0,,
1/1/2021,1/1/2021 0:00,1/1/2021 10:00,0,0,0,0,0, $-   ,"LZK, TSA","BOONE, NEWTON, POLK, YELL, MADISON","Ice Storm, Winter Weather",1,6,0,0,,
1/6/2021,1/6/2021 20:00,1/7/2021 12:00,0,0,0,0,0, $-   ,TSA,"MADISON, WASHINGTON",Winter Storm,0,2,0,0,,
1/7/2021,1/7/2021 5:00,1/7/2021 10:31,0,0,0,0,0, $-   ,LZK,"BRADLEY, CALHOUN, CLARK, CLEVELAND, DESHA, DREW, JOHNSON, LINCOLN, LOGAN, MONTGOMERY, NEWTON, OUACHITA, POLK, POPE, SCOTT, SEARCY, VAN BUREN, YELL","Winter Storm, Winter Weather",0,18,0,0,,
1/10/2021,1/10/2021 14:00,1/11/2021 8:11,0,0,0,0,0, $-   ,"JAN, SHV","ASHLEY, CHICOT, COLUMBIA, LAFAYETTE, LITTLE RIVER, MILLER, SEVIER, UNION","Heavy Snow, Winter Storm, Winter Weather",0,8,0,0,,
1/15/2021,1/15/2021 11:15,1/15/2021 21:00,0,0,0,0,0, $-   ,LZK,"MARION, NEWTON, SEARCY",Winter Weather,0,3,0,0,,
1/27/2021,1/27/2021 1:31,1/27/2021 12:00,0,0,0,0,0, $-   ,"LZK, MEG","BAXTER, BOONE, FULTON, INDEPENDENCE, IZARD, LAWRENCE, MARION, NEWTON, POPE, RANDOLPH, SEARCY, SHARP, STONE, VAN BUREN, CLAY",Winter Weather,0,15,0,0,,
2/9/2021,2/9/2021 18:00,2/11/2021 9:00,0,0,0,0,0, $-   ,MEG,"CLAY, CRAIGHEAD, CROSS, GREENE, MISSISSIPPI, POINSETT",Winter Storm,6,0,0,0,,
2/10/2021,2/10/2021 15:53,2/11/2021 10:00,0,0,0,0,0, $-   ,"LZK, MEG","BAXTER, BOONE, DREW, FAULKNER, GARLAND, IZARD, JEFFERSON, LAWRENCE, LINCOLN, LONOKE, PERRY, POLK, PULASKI, SEARCY, SHARP, STONE, VAN BUREN, CRITTENDEN, LEE, PHILLIPS, ST. FRANCIS","Ice Storm, Ice Storm, Winter Weather",25,21,0,0,,
2/11/2021,2/11/2021 2:00,2/11/2021 11:00,0,0,0,0,0, $-   ,JAN,"ASHLEY, CHICOT",Winter Weather,0,0,0,0,,
2/14/2021,2/14/2021 0:00,2/16/2021 5:29,0,0,0,0,0, $-   ,"LZK, MEG, SHV, TSA","ARKANSAS, BAXTER, BOONE, BRADLEY, CALHOUN, CLARK, CLEBURNE, CLEVELAND, CONWAY, DALLAS, DESHA, DREW, FAULKNER, FULTON, GARLAND, GRANT, HOT SPRING, INDEPENDENCE, IZARD, JACKSON, JEFFERSON, JOHNSON, LAWRENCE, LINCOLN, LOGAN, LONOKE, MARION, MONROE, MONTGOMERY, NEWTON, OUACHITA, PERRY, PIKE, POLK, POPE, PRAIRIE, PULASKI, RANDOLPH, SALINE, SCOTT, SEARCY, SHARP, STONE, VAN BUREN, WHITE, WOODRUFF, YELL, BENTON, CARROLL, CRAWFORD, FRANKLIN, MADISON, SEBASTIAN, WASHINGTON, CLAY, CRAIGHEAD, CRITTENDEN, CROSS, GREENE, LEE, MISSISSIPPI, PHILLIPS, POINSETT, ST. FRANCIS, COLUMBIA, HEMPSTEAD, HOWARD, LAFAYETTE, LITTLE RIVER, MILLER, NEVADA, SEVIER, UNION","Heavy Snow, Winter Storm",7,73,0,0,,
4/20/2021,4/20/2021 21:50,4/20/2021 21:50,0,0,0,0,0, $-   ,LZK,BOONE,Winter Weather,0,0,0,0,,
1/6/2022,1/6/2022 4:00,1/6/2022 16:00,0,0,0,0,0, $-   ,"LZK, MEG","BAXTER, BOONE, CLEBURNE, FULTON, IZARD, LAWRENCE, MARION, RANDOLPH, SEARCY, SHARP, CLAY, CRAIGHEAD, GREENE",Winter Weather,0,11,0,0,,
1/15/2022,1/15/2022 7:00,1/16/2022 3:34,0,0,0,0,0, $-   ,"LZK, SHV, TSA","BAXTER, BOONE, CONWAY, DALLAS, FAULKNER, FULTON, JOHNSON, LAWRENCE, LINCOLN, LOGAN, MARION, MONTGOMERY, NEWTON, POLK, POPE, PULASKI, SALINE, SEARCY, STONE, VAN BUREN, WOODRUFF, YELL, BENTON, CARROLL, FRANKLIN, MADISON, SEBASTIAN, WASHINGTON, COLUMBIA, HEMPSTEAD, HOWARD, LAFAYETTE, LITTLE RIVER, MILLER, NEVADA, SEVIER, UNION","Heavy Snow, Winter Storm, Winter Weather, Winter Storm, Winter Storm, Winter Weather",0,37,0,0,,
1/16/2022,1/16/2022 0:00,1/16/2022 7:00,0,0,0,0,0, $-   ,MEG,"CRITTENDEN, ST. FRANCIS",Winter Weather,0,2,0,0,,
1/19/2022,1/19/2022 16:56,1/19/2022 22:00,0,0,0,0,0, $-   ,"LZK, MEG","ARKANSAS, BAXTER, BOONE, FULTON, IZARD, LAWRENCE, MARION, NEWTON, RANDOLPH, SHARP, STONE, CLAY",Winter Weather,0,12,0,0,,
2/2/2022,2/2/2022 19:00,2/4/2022 7:00,0,0,0,0,0, $-   ,"LZK, TSA","ARKANSAS, BAXTER, BOONE, CLARK, CLEBURNE, CLEVELAND, CONWAY, DALLAS, DREW, FAULKNER, FULTON, GARLAND, GRANT, HOT SPRING, INDEPENDENCE, IZARD, JACKSON, JEFFERSON, JOHNSON, LAWRENCE, LINCOLN, LOGAN, LONOKE, MARION, MONROE, MONTGOMERY, NEWTON, PERRY, POLK, POPE, PRAIRIE, PULASKI, RANDOLPH, SALINE, SCOTT, SEARCY, SHARP, VAN BUREN, WHITE, WOODRUFF, BENTON, CARROLL, CRAWFORD, FRANKLIN, MADISON, SEBASTIAN, WASHINGTON","Heavy Snow, Winter Storm, Winter Weather, Winter Storm",7,47,0,0,,
2/3/2022,2/3/2022 0:00,2/3/2022 21:32,0,0,0,0,0, $-   ,"MEG, SHV","CLAY, CRAIGHEAD, CRITTENDEN, CROSS, GREENE, LEE, MISSISSIPPI, PHILLIPS, POINSETT, ST. FRANCIS, COLUMBIA, HEMPSTEAD, LAFAYETTE, MILLER, NEVADA, UNION, HOWARD, LITTLE RIVER, SEVIER","Ice Storm, Winter Storm, Winter Weather",19,9,0,0,,
2/23/2022,2/23/2022 3:24,2/24/2022 19:00,0,0,0,0,0, $-   ,"LZK, MEG, SHV, TSA","BAXTER, BOONE, CLARK, CLEBURNE, CONWAY, FAULKNER, FULTON, GARLAND, HOT SPRING, INDEPENDENCE, IZARD, JACKSON, JEFFERSON, JOHNSON, LAWRENCE, LOGAN, LONOKE, MARION, MONTGOMERY, NEWTON, PERRY, POLK, POPE, PRAIRIE, PULASKI, RANDOLPH, SALINE, SEARCY, SHARP, STONE, VAN BUREN, WHITE, WOODRUFF, YELL, BENTON, CARROLL, CRAWFORD, FRANKLIN, MADISON, SEBASTIAN, WASHINGTON, CLAY, CRAIGHEAD, CRITTENDEN, CROSS, GREENE, LEE, MISSISSIPPI, POINSETT, ST. FRANCIS, HEMPSTEAD, HOWARD, NEVADA, SEVIER","Ice Storm, Winter Storm, Winter Storm, Winter Storm, Winter Weather, Winter Weather",20,53,0,0,,
