COUNTY,Ag,AG01,For,FOR01,Urb,URB01,Wat,WAT01,Total
Independence,902283.6313725491,40.63933556262421,772342.0549019609,34.786697715596446,107665.25098039217,4.849300276422404,27114.22745098039,1.2212392529226073,2220222.400000001
Mississippi,2227158.019607843,84.13924505142492,481.2117647058824,0.01817957874374182,156262.61176470589,5.9034060753180535,68184.97647058828,2.5759431497791274,2646990.7333333334
Washington,1009970.2156862743,36.849575228837175,1364531.9686274452,49.786045815146586,240255.01960784316,8.765897530086228,17462.317647058826,0.6371266972144337,2740792.0156862685
Benton,1004696.227450982,39.497387978869895,1040061.0196078434,40.887675787708915,287615.5254901961,11.30696193401111,104184.88627451003,4.09579608471211,2543702.9607843156
Madison,643584.5137254901,26.71716640524232,1559179.015686276,64.726301409142,95680.32941176477,3.971983831315229,1551.4313725490197,0.06440467298811571,2408880.1333333347
Crawford,490502.53725490207,28.256669505282595,791170.7294117648,45.57743971795974,113709.70588235295,6.550542218685382,35060.25098039213,2.019736595593522,1735882.3450980394
Sebastian,424322.50196078426,26.944980377126242,412177.8196078432,26.17377869403315,189679.67450980385,12.044883511925338,32844.043137254914,2.085635557269153,1574773.8392156863
Hot Spring,269266.75686274515,15.038948877985886,368772.8588235296,20.596512677807976,107806.43921568629,6.021149981424669,22199.482352941173,1.2398741089075875,1790462.6117647067
Garland,172324.1529411765,8.151322886607522,569034.729411765,26.916632021466945,205551.59607843135,9.723056233822119,162120.32156862743,7.668658542819713,2114063.635294119
Craighead,1577138.2039215686,76.89403216611352,36745.643137254905,1.7915491859463708,169732.4117647059,8.275374661151998,15387.666666666668,0.7502321183305387,2051054.105882353
Poinsett,1737213.2784313727,79.05789972385539,12550.09411764706,0.5711354469808033,100555.13725490196,4.576109368099445,37334.46274509804,1.699033877182384,2197393.662745098
Greene,1119763.823529412,67.14103986104179,133220.03529411767,7.987873435470752,95333.34117647057,5.716187222267037,25917.96862745099,1.5540414220992291,1667778.4941176472
Lincoln,791740.6980392148,48.082448233215416,80894.26274509805,4.91271221807604,55823.86274509803,3.390185697497583,35717.21960784314,2.169108354643963,1646631.415686274
Jefferson,1306253.8156862748,49.67455996545709,139033.8666666667,5.287216055582749,208216.17647058822,7.918098932734936,98944.83137254904,3.762699791009209,2629623.3254901967
Lonoke,1511147.5568627475,65.40619249028005,157565.56862745096,6.819826339714306,130983.10196078425,5.669271634602626,102903.83137254904,4.4539315649051305,2310404.4117647083
Cleveland,78245.72156862746,4.541174306431024,66375.66666666666,3.852267778942079,65350.58823529411,3.7927749435345506,5607.160784313725,0.32542475135103777,1723028.3686274514
Pulaski,537302.4392156864,23.117292668931633,511852.35294117685,22.02230956459991,462201.5529411764,19.886097273209497,126225.14509803918,5.430802855965414,2324244.6549019613
Grant,109920.40000000001,6.034921198410126,115214.23137254902,6.325566566976877,96611.31372549017,5.30421709899356,5959.8196078431365,0.3272098872463425,1821405.7215686273
Saline,200137.6705882353,9.520498491706013,562988.1333333333,26.781203451078117,202693.89411764708,9.64209740002097,24755.019607843133,1.1775900366279035,2102176.3803921565
Perry,248096.57254901965,15.380578553807615,277226.80000000016,17.18648722476099,70332.52941176468,4.360217404018731,29871.207843137254,1.8518452472281126,1613050.9764705887
Faulkner,844356.0862745097,44.18328673499302,503164.4745098039,26.3294842229645,156882.70196078432,8.20932485378005,46856.43921568629,2.4518938430134916,1911030.5019607842
White,1445153.1647058812,48.18701229158548,535228.0431372549,17.84657911931789,167141.53333333333,5.573147066945631,39281.643137254905,1.3098023565369379,2999051.188235293
St. Francis,1311713.192156863,70.93866091595153,29093.2,1.5733871261646615,83775.69411764706,4.530666912206785,29043.592156862745,1.5707042881905318,1849080.8470588233
Crittenden,1423012.6784313726,77.70503686921411,1017.0,0.05553430668172499,107912.03529411765,5.892645096039981,75018.07058823532,4.09643710788432,1831300.4352941175
Desha,1344565.8980392157,57.012913459010676,229.0,0.009710165341210114,68983.69411764707,2.9250789333179763,174356.37254901964,7.393140636439341,2358353.250980392
Arkansas,1652679.109803921,55.554550435102875,11801.870588235295,0.39671803856736776,110140.90196078432,3.702369235897264,113893.5137254902,3.8285126949081585,2974876.219607843
Monroe,979620.8588235296,54.79007802683381,8648.113725490197,0.4836879712561295,57707.47843137258,3.2275723995749503,43399.21568627448,2.4273129673964178,1787953.0274509806
Drew,462516.2196078431,19.232879597392692,73931.81568627451,3.0743175033220695,97233.85882352947,4.043289770742366,17285.933333333334,0.7188034936600509,2404820.439215686
Ashley,620498.4509803922,22.925322798775827,31293.82352941177,1.1562011232842895,137113.65490196078,5.0658866170912225,61898.50196078429,2.2869406619300015,2706607.25882353
Prairie,1193597.7411764706,61.39150199644082,100970.71764705885,5.193327534200658,72124.505882353,3.7096515803594645,94615.6,4.866458435627736,1944239.3529411769
Dallas,48249.89411764706,2.5095553153679195,86121.67450980394,4.479328089456208,90691.11764705884,4.716992244436715,3768.658823529412,0.19601406293941223,1922647.164705882
Bradley,72685.3019607843,3.8684350328561092,43357.39215686274,2.307553937705052,85169.67058823528,4.532874302676817,12614.352941176468,0.6713572554295268,1878932.9882352946
Lafayette,426628.0588235293,27.19784703759617,142141.20784313726,9.061604713289427,57364.733333333344,3.6570432025847026,51417.3411764706,3.277892654913245,1568609.6705882351
Pike,229084.40784313733,12.962262058108456,342592.0666666667,19.384855516675135,91558.8666666667,5.180666963110812,32475.14901960785,1.8375383812962165,1767318.1333333335
Montgomery,252156.72156862743,10.949005796001646,632586.9019607843,27.46782878900298,92864.78039215688,4.03232169435316,53115.17647058824,2.306336993177645,2303010.211764706
Howard,408547.8039215689,23.847457510104512,304671.33725490206,17.78405537856672,101249.74117647059,5.910076807262671,24522.784313725493,1.4314262647787832,1713171.3254901967
Sevier,369974.5333333334,22.11764434376287,276216.0862745097,16.512620755822454,80655.45490196081,4.821706645140191,50251.337254902,3.004101918012384,1672757.4039215685
Polk,338056.15294117643,13.620555354932783,800739.2627450981,32.26243142802808,110755.69803921568,4.462436500245728,9159.529411764706,0.369044835577315,2481955.721568628
Logan,644885.3999999997,30.632621473655092,381296.27058823535,18.1119069004288,86679.10196078432,4.117333281294727,57242.77647058824,2.719082031822368,2105224.3294117646
Franklin,651924.8745098042,36.56002516506316,597717.976470588,33.520095820560215,77405.31764705887,4.340899498909396,32946.21176470589,1.8476275078732753,1783163.0901960784
Johnson,433636.69411764713,22.070559620957255,887795.9843137246,45.185646115378155,90343.83137254902,4.598178483836031,55410.07450980388,2.8201749751798557,1964774.349019607
Conway,629824.0000000001,38.622251147105615,312682.1450980393,19.17438576045402,79447.58823529416,4.871908193170416,35911.556862745136,2.2021789710085784,1630728.3529411766
Van Buren,350993.7176470589,16.83989655864416,993049.1215686277,47.644284339253524,90609.2431372549,4.347229608316599,33958.149019607845,1.6292363311990792,2084298.5372549023
Searcy,444999.3490196079,23.130977443928124,1267751.7882352937,65.89748520481096,77398.3450980392,4.023150547533103,4222.435294117647,0.21948134477468134,1923824.2313725487
Marion,373369.5490196078,20.262639501285378,967033.6196078426,52.48058839074695,83271.36862745097,4.51910909099894,120466.96862745096,6.537701758271949,1842650.1098039213
Fulton,607643.1333333334,34.038756987774136,872142.6862745101,48.85540760398496,82363.60392156863,4.613817789965242,9059.043137254905,0.5074665555738735,1785150.77254902
Izard,424508.8862745097,25.258550700568243,670543.3254901959,39.897757459120484,82197.98039215687,4.890832494557081,11231.952941176478,0.6683083958992687,1680654.172549019
Sharp,390854.3333333334,22.396295717228714,943409.1921568624,54.058173206634365,82278.43137254899,4.714626199622491,8056.835294117647,0.46166372073499895,1745174.015686274
Randolph,788957.7529411768,41.78967430874036,700742.2980392152,37.11706019777261,74951.97254901967,3.970071287016952,18721.8156862745,0.9916609312488883,1887925.1058823527
Lawrence,1095647.882352938,64.2749803198136,297441.294117647,17.449067016544653,76375.43529411765,4.480481073813892,18205.37254901961,1.0679981964553944,1704625.7764705848
Stone,264071.44705882354,15.057015969950745,1065902.835294118,60.77641559583014,67762.49411764706,3.8637306965861664,9109.360784313722,0.5194040943582271,1753809.9686274515
Cleburne,358054.60000000003,21.019982769926035,540531.2509803923,31.73247203698657,85780.12941176475,5.035815326034969,109177.3725490196,6.409375804266129,1703401.0156862747
Woodruff,1242029.5686274527,72.66136000763164,2801.686274509804,0.16390458018287274,54130.56470588241,3.166752667456249,28941.10588235293,1.6931159826255295,1709339.831372551
Jackson,1410645.9764705878,76.41260702451864,94759.6352941177,5.132989349767656,82121.62745098038,4.448407149131739,28212.933333333334,1.5282528882283968,1846090.62745098
Cross,1378909.0392156865,76.99749201479209,26881.33725490196,1.501038496207503,69178.67058823528,3.8628973954955734,21915.352941176472,1.2237407726686471,1790849.2901960786
Lee,1289482.4392156862,72.33080012257197,6596.415686274509,0.3700120374027936,53515.38431372554,3.001832710985257,53544.93725490187,3.0034904209441144,1782757.0509803924
Clay,1357637.2000000002,73.54895103509736,111504.91764705884,6.040693145559133,80090.50196078428,4.338841339269498,13993.58431372549,0.7580916665333731,1845896.0745098041
Chicot,1291990.2196078436,64.9920800930693,205.0,0.010312288914325713,62922.69411764706,3.165253663458144,228948.9803921569,11.517014792410803,1987919.478431373
Carroll,695494.0980392142,37.843646872373135,806167.5333333331,43.865676987698315,97790.41176470595,5.321031221919636,26773.88235294112,1.4568367323658262,1837809.3960784297
Scott,334657.77647058823,12.948998005969765,282572.3921568627,10.93364505427203,92183.60392156863,3.5668835069440172,10437.894117647058,0.4038760776497719,2584429.9019607836
