Date,Year,Month,Tmin,Tmean,Tmax
1900-01,1900,1,32.4,43.2,53.9
1900-02,1900,2,27,38.4,49.8
1900-03,1900,3,37.9,49.2,60.4
1900-04,1900,4,50,61.3,72.6
1900-05,1900,5,58,71.3,84.5
1900-06,1900,6,67.9,78.6,89.4
1900-07,1900,7,70.1,82.4,94.7
1900-08,1900,8,70.8,82.1,93.3
1900-09,1900,9,67.2,78.3,89.4
1900-10,1900,10,53.1,66.4,79.7
1900-11,1900,11,39.5,52.7,65.8
1900-12,1900,12,32.7,44.2,55.7
1901-01,1901,1,34.7,45,55.3
1901-02,1901,2,30.2,40.4,50.7
1901-03,1901,3,41,51,61.1
1901-04,1901,4,47.5,57.8,68.1
1901-05,1901,5,56.6,68.1,79.7
1901-06,1901,6,68.7,81.1,93.5
1901-07,1901,7,71.4,87,102.6
1901-08,1901,8,69.8,82.5,95.2
1901-09,1901,9,60.2,73.8,87.4
1901-10,1901,10,52,64.6,77.1
1901-11,1901,11,35,48.5,62
1901-12,1901,12,26.1,37.4,48.8
1902-01,1902,1,28.4,37.4,46.5
1902-02,1902,2,23.8,33.2,42.5
1902-03,1902,3,41.8,53.2,64.5
1902-04,1902,4,49.3,61.5,73.8
1902-05,1902,5,63,75.2,87.3
1902-06,1902,6,66.5,78.3,90.2
1902-07,1902,7,69.4,80.6,91.9
1902-08,1902,8,68.4,79.8,91.3
1902-09,1902,9,56.8,68.2,79.6
1902-10,1902,10,49.9,62.6,75.3
1902-11,1902,11,46.4,55.7,65
1902-12,1902,12,31.3,39.7,48.1
1903-01,1903,1,29.9,39,48.1
1903-02,1903,2,31.9,41.2,50.5
1903-03,1903,3,44.4,54.6,64.8
1903-04,1903,4,47.7,60.2,72.7
1903-05,1903,5,58.5,68.9,79.3
1903-06,1903,6,60,70.9,81.9
1903-07,1903,7,69.4,81,92.6
1903-08,1903,8,68.3,79.4,90.4
1903-09,1903,9,55.7,71,86.4
1903-10,1903,10,48.2,61.9,75.6
1903-11,1903,11,35,47.3,59.7
1903-12,1903,12,26,38.3,50.7
1904-01,1904,1,27.5,39.5,51.6
1904-02,1904,2,30.4,41.9,53.3
1904-03,1904,3,42.2,54.8,67.4
1904-04,1904,4,44.6,55.1,65.7
1904-05,1904,5,57.4,69.6,81.8
1904-06,1904,6,66.4,77.8,89.3
1904-07,1904,7,68.6,79.6,90.6
1904-08,1904,8,68.7,80,91.2
1904-09,1904,9,63.7,76.1,88.5
1904-10,1904,10,46.3,61,75.7
1904-11,1904,11,35.6,49.8,64
1904-12,1904,12,31.7,41.3,50.9
1905-01,1905,1,21.2,32.2,43.2
1905-02,1905,2,20.9,30.7,40.5
1905-03,1905,3,43.4,55.5,67.7
1905-04,1905,4,48.9,59.9,70.9
1905-05,1905,5,62.5,71.8,81.1
1905-06,1905,6,68.4,78.8,89.3
1905-07,1905,7,67.7,77.4,87.1
1905-08,1905,8,68,77.4,86.7
1905-09,1905,9,61.7,73.6,85.5
1905-10,1905,10,47.7,60,72.4
1905-11,1905,11,38.2,51.2,64.3
1905-12,1905,12,29.5,38.4,47.3
1906-01,1906,1,31.7,43.4,55.1
1906-02,1906,2,27.4,40.4,53.3
1906-03,1906,3,33.2,43.3,53.4
1906-04,1906,4,49.7,64.2,78.8
1906-05,1906,5,55.9,69.9,83.9
1906-06,1906,6,64.8,77.6,90.4
1906-07,1906,7,65.5,78.1,90.6
1906-08,1906,8,65.9,78.7,91.5
1906-09,1906,9,64.8,76.9,88.9
1906-10,1906,10,46.9,58.3,69.7
1906-11,1906,11,35.7,47.7,59.6
1906-12,1906,12,35.1,44,52.8
1907-01,1907,1,37,46.7,56.5
1907-02,1907,2,30.3,42.6,54.9
1907-03,1907,3,48.3,60.8,73.2
1907-04,1907,4,41.7,53.1,64.6
1907-05,1907,5,52.2,63.5,74.8
1907-06,1907,6,62,74.6,87.3
1907-07,1907,7,68.2,81.2,94.2
1907-08,1907,8,70.3,82.2,94.1
1907-09,1907,9,60.3,73.8,87.3
1907-10,1907,10,47.6,61.3,74.9
1907-11,1907,11,36.9,48.3,59.7
1907-12,1907,12,34.5,43.1,51.7
1908-01,1908,1,30,40.8,51.7
1908-02,1908,2,32,42.7,53.4
1908-03,1908,3,46.4,58.3,70.3
1908-04,1908,4,49.7,62.9,76
1908-05,1908,5,60.1,71.4,82.6
1908-06,1908,6,65.6,77.2,88.8
1908-07,1908,7,67.9,80.1,92.3
1908-08,1908,8,69.1,79.3,89.5
1908-09,1908,9,63.1,75.1,87
1908-10,1908,10,43.7,59.2,74.8
1908-11,1908,11,40.9,52.5,64.1
1908-12,1908,12,34.6,44.8,55
1909-01,1909,1,33.7,41.7,49.6
1909-02,1909,2,35.5,46,56.4
1909-03,1909,3,40.4,51.9,63.3
1909-04,1909,4,47.7,60.3,72.8
1909-05,1909,5,54.7,66.9,79.1
1909-06,1909,6,66.6,78.4,90.2
1909-07,1909,7,69.2,80.8,92.4
1909-08,1909,8,69.2,82.9,96.6
1909-09,1909,9,59.5,72.9,86.2
1909-10,1909,10,45.5,61.3,77.1
1909-11,1909,11,46.1,58.3,70.5
1909-12,1909,12,24.2,33.8,43.4
1910-01,1910,1,29.3,40,50.6
1910-02,1910,2,24.5,36.8,49
1910-03,1910,3,45.5,60.1,74.7
1910-04,1910,4,47.3,59.4,71.5
1910-05,1910,5,54.7,65.9,77.1
1910-06,1910,6,61.8,73.7,85.6
1910-07,1910,7,68.7,79.4,90.1
1910-08,1910,8,65.5,77.8,90.1
1910-09,1910,9,62.3,76,89.8
1910-10,1910,10,48.4,62.1,75.7
1910-11,1910,11,34.4,48.6,62.8
1910-12,1910,12,26.8,37.8,48.9
1911-01,1911,1,33.7,44.8,55.8
1911-02,1911,2,35.9,47.7,59.5
1911-03,1911,3,40.6,54.7,68.9
1911-04,1911,4,46.9,59.3,71.7
1911-05,1911,5,57.2,72.1,87.1
1911-06,1911,6,66.7,80.6,94.4
1911-07,1911,7,66.5,78.1,89.7
1911-08,1911,8,65.9,77.3,88.7
1911-09,1911,9,65.3,78.5,91.8
1911-10,1911,10,48.9,62,75.2
1911-11,1911,11,33.6,45.4,57.1
1911-12,1911,12,32.4,42.3,52.3
1912-01,1912,1,20.4,31.7,43.1
1912-02,1912,2,24.3,35.5,46.7
1912-03,1912,3,35.8,45.4,54.9
1912-04,1912,4,51.7,62.6,73.5
1912-05,1912,5,57.8,70.1,82.4
1912-06,1912,6,62,73,84
1912-07,1912,7,70.7,81.6,92.5
1912-08,1912,8,67.9,79.5,91
1912-09,1912,9,62.3,75.4,88.6
1912-10,1912,10,48.9,63.2,77.6
1912-11,1912,11,36.9,50.2,63.5
1912-12,1912,12,29.9,41.1,52.3
1913-01,1913,1,32.6,43.1,53.6
1913-02,1913,2,30,40,50.1
1913-03,1913,3,38,50.2,62.4
1913-04,1913,4,48.8,60.5,72.3
1913-05,1913,5,57,70,83
1913-06,1913,6,65.1,79,92.9
1913-07,1913,7,70.5,81.9,93.4
1913-08,1913,8,67.8,82.1,96.4
1913-09,1913,9,62.1,72.4,82.8
1913-10,1913,10,49.3,60.1,70.9
1913-11,1913,11,44.6,56.3,68
1913-12,1913,12,35.1,43.7,52.3
1914-01,1914,1,35,44.9,54.8
1914-02,1914,2,27,38.5,50.1
1914-03,1914,3,37.3,47.9,58.5
1914-04,1914,4,48.4,60.7,73
1914-05,1914,5,57,70.2,83.5
1914-06,1914,6,70.2,83.9,97.6
1914-07,1914,7,70.8,84.3,97.8
1914-08,1914,8,69.9,79.7,89.5
1914-09,1914,9,61.2,72.8,84.4
1914-10,1914,10,50.7,62.4,74
1914-11,1914,11,37.3,51.2,65.1
1914-12,1914,12,26.7,34.5,42.3
1915-01,1915,1,27.6,37.5,47.3
1915-02,1915,2,34.7,43.8,52.8
1915-03,1915,3,31.8,42.3,52.9
1915-04,1915,4,51,64.1,77.3
1915-05,1915,5,58.1,69.9,81.7
1915-06,1915,6,64.1,76,88
1915-07,1915,7,66.1,78.8,91.5
1915-08,1915,8,64.2,74.7,85.3
1915-09,1915,9,64.1,74.7,85.3
1915-10,1915,10,48.2,62.6,77.1
1915-11,1915,11,41.1,53.9,66.8
1915-12,1915,12,31.9,41.7,51.5
1916-01,1916,1,31,41.4,51.8
1916-02,1916,2,30.2,40.7,51.3
1916-03,1916,3,38.5,51.5,64.5
1916-04,1916,4,47.3,59.2,71
1916-05,1916,5,59.6,72.2,84.9
1916-06,1916,6,63.8,75.4,87.1
1916-07,1916,7,70.6,83,95.4
1916-08,1916,8,68.3,81.5,94.7
1916-09,1916,9,57.6,71.5,85.4
1916-10,1916,10,45.8,62.1,78.4
1916-11,1916,11,36,51.5,67
1916-12,1916,12,27.4,40.5,53.7
1917-01,1917,1,32,42.8,53.6
1917-02,1917,2,26.9,40.8,54.6
1917-03,1917,3,39.1,51.5,63.9
1917-04,1917,4,46.4,59.7,73.1
1917-05,1917,5,50.1,63,76
1917-06,1917,6,63.9,75.9,88
1917-07,1917,7,67.3,79.3,91.3
1917-08,1917,8,63,76.2,89.3
1917-09,1917,9,56.9,71.2,85.5
1917-10,1917,10,38.5,56,73.6
1917-11,1917,11,35.6,50.4,65.2
1917-12,1917,12,19.7,31.6,43.5
1918-01,1918,1,13,24.4,35.8
1918-02,1918,2,30.6,44.5,58.5
1918-03,1918,3,41.8,58,74.1
1918-04,1918,4,46.6,59.9,73.2
1918-05,1918,5,60.7,73.2,85.7
1918-06,1918,6,68.3,80.1,91.9
1918-07,1918,7,64.1,78.5,92.8
1918-08,1918,8,68.5,82.6,96.8
1918-09,1918,9,51.6,65.9,80.1
1918-10,1918,10,52.4,64.6,76.9
1918-11,1918,11,36.2,48.5,60.8
1918-12,1918,12,36,47,58
1919-01,1919,1,28.7,40,51.3
1919-02,1919,2,30.1,43,55.9
1919-03,1919,3,37.5,51.6,65.6
1919-04,1919,4,46.8,61.2,75.6
1919-05,1919,5,54.3,66.3,78.4
1919-06,1919,6,68.5,79.1,89.8
1919-07,1919,7,70.4,82.4,94.4
1919-08,1919,8,69.2,81.1,93.1
1919-09,1919,9,62.6,76.3,90
1919-10,1919,10,58,67.4,76.8
1919-11,1919,11,39.8,52,64.1
1919-12,1919,12,28.3,38.5,48.6
1920-01,1920,1,30.3,39.6,49
1920-02,1920,2,32.7,43.3,53.9
1920-03,1920,3,39.7,51.3,62.9
1920-04,1920,4,48.2,60.3,72.3
1920-05,1920,5,60.9,70.9,80.9
1920-06,1920,6,64.1,76.5,88.9
1920-07,1920,7,69.8,80.4,91
1920-08,1920,8,67.2,77.6,88
1920-09,1920,9,64.5,75.8,87.2
1920-10,1920,10,51.8,65,78.2
1920-11,1920,11,36.4,48.7,61
1920-12,1920,12,34,43.5,52.9
1921-01,1921,1,36.6,45.6,54.6
1921-02,1921,2,36.9,47.7,58.6
1921-03,1921,3,49.7,61.1,72.5
1921-04,1921,4,48.3,60.7,73
1921-05,1921,5,58.1,70.5,82.9
1921-06,1921,6,70.3,81.7,93.2
1921-07,1921,7,72.1,84.4,96.6
1921-08,1921,8,70.4,82.4,94.4
1921-09,1921,9,69.2,81.3,93.4
1921-10,1921,10,45.4,61.4,77.3
1921-11,1921,11,42,54.4,66.7
1921-12,1921,12,35.7,46.3,56.9
1922-01,1922,1,29.9,37.8,45.8
1922-02,1922,2,36.2,45.3,54.4
1922-03,1922,3,41.8,51.6,61.5
1922-04,1922,4,52.6,63.6,74.5
1922-05,1922,5,61.1,72,82.9
1922-06,1922,6,68.4,80.9,93.5
1922-07,1922,7,70.7,80.8,90.9
1922-08,1922,8,67.4,79.8,92.2
1922-09,1922,9,62.2,75.7,89.2
1922-10,1922,10,49.5,63.4,77.4
1922-11,1922,11,41.4,53.2,65
1922-12,1922,12,35,45.5,56
1923-01,1923,1,37.4,47.5,57.6
1923-02,1923,2,30.8,39.8,48.8
1923-03,1923,3,36.8,49.2,61.5
1923-04,1923,4,48.7,60.7,72.7
1923-05,1923,5,58.3,67.8,77.3
1923-06,1923,6,67.7,77.8,87.9
1923-07,1923,7,70,81.2,92.4
1923-08,1923,8,70.1,81.8,93.5
1923-09,1923,9,63.1,73.3,83.5
1923-10,1923,10,48,58.9,69.8
1923-11,1923,11,40.1,51.2,62.3
1923-12,1923,12,40.3,49.7,59.2
1924-01,1924,1,25.4,34.7,43.9
1924-02,1924,2,31.8,41.8,51.8
1924-03,1924,3,35.9,45.5,55
1924-04,1924,4,49.1,61.3,73.6
1924-05,1924,5,52.3,64.6,76.9
1924-06,1924,6,69.2,79.1,89
1924-07,1924,7,66.7,78.9,91.1
1924-08,1924,8,68.9,81.6,94.3
1924-09,1924,9,57,69.4,81.8
1924-10,1924,10,49.9,65.5,81.1
1924-11,1924,11,40.3,52.5,64.7
1924-12,1924,12,29.3,40.1,50.9
1925-01,1925,1,30,39.9,49.8
1925-02,1925,2,36.8,47.9,59
1925-03,1925,3,42.4,55.9,69.4
1925-04,1925,4,54.6,66.8,78.9
1925-05,1925,5,54.9,68.4,81.8
1925-06,1925,6,70.6,83.5,96.4
1925-07,1925,7,71.3,83.7,96.1
1925-08,1925,8,66.7,80.9,95.2
1925-09,1925,9,70,81.8,93.7
1925-10,1925,10,48.8,57.9,66.9
1925-11,1925,11,38.6,49.2,59.8
1925-12,1925,12,30.3,39.6,48.9
1926-01,1926,1,31.2,40.2,49.2
1926-02,1926,2,36.1,46.7,57.4
1926-03,1926,3,35.8,46.9,58
1926-04,1926,4,43.6,57.6,71.6
1926-05,1926,5,57.1,71,84.9
1926-06,1926,6,64.4,76.9,89.4
1926-07,1926,7,68.1,81.2,94.2
1926-08,1926,8,69.4,80.3,91.3
1926-09,1926,9,65.5,76.4,87.3
1926-10,1926,10,52.2,63.1,74
1926-11,1926,11,35,46.1,57.2
1926-12,1926,12,31.7,40.9,50
1927-01,1927,1,31.4,39.8,48.3
1927-02,1927,2,41.2,51.1,61
1927-03,1927,3,42.8,52.9,62.9
1927-04,1927,4,54,64.1,74.3
1927-05,1927,5,60.1,70.7,81.3
1927-06,1927,6,66.5,76.1,85.8
1927-07,1927,7,69.1,80.2,91.2
1927-08,1927,8,65,75.4,85.8
1927-09,1927,9,64.4,76.3,88.2
1927-10,1927,10,49.9,64.6,79.2
1927-11,1927,11,44.1,54.8,65.5
1927-12,1927,12,29.2,39.9,50.6
1928-01,1928,1,29.3,39.9,50.5
1928-02,1928,2,33.5,43.3,53.1
1928-03,1928,3,40.2,51.4,62.5
1928-04,1928,4,45.8,56.7,67.6
1928-05,1928,5,57.9,69.4,81
1928-06,1928,6,64.2,73.5,82.7
1928-07,1928,7,71.2,81.3,91.3
1928-08,1928,8,71.2,81.9,92.5
1928-09,1928,9,56.9,70.4,83.9
1928-10,1928,10,54,65.9,77.7
1928-11,1928,11,41.8,51.3,60.8
1928-12,1928,12,32,42.8,53.6
1929-01,1929,1,28.5,38.2,47.9
